2019/05/22, Speed: 109
2019/06/22, Speed: 110
2019/07/22, Speed: 108
2019/08/22, Speed: 110
2019/09/22, Speed: 111
2019/10/22, Speed: 109
2019/11/22, Speed: 112
2019/12/22, Speed: 114
2020/01/22, Speed: 110
2020/02/22, Speed: 112
2020/03/22, Speed: 113
2020/04/22, Speed: 111
2020/05/22, Speed: 112
2020/06/22, Speed: 110
2020/07/22, Speed: 112
2020/08/22, Speed: 111
2020/09/22, Speed: 109
2020/10/22, Speed: 112
2020/11/22, Speed: 1230
2020/12/22, Speed: 114
2021/01/22, Speed: 113
2021/02/22, Speed: 115
2021/03/22, Speed: 116
2021/04/22, Speed: 117
2021/05/22, Speed: 119
2021/06/22, Speed: 123
2021/07/22, Speed: 128
2021/08/22, Speed: 133
2021/09/22, Speed: 130
2021/10/22, Speed: 129
2021/11/22, Speed: 131
2021/12/22, Speed: 138
2022/01/22, Speed: 139
2022/02/22, Speed: 140
2022/03/22, Speed: 142
2022/04/22, Speed: 143
2022/05/22, Speed: 144
2022/06/22, Speed: 143
2022/07/22, Speed: 1390
2022/08/22, Speed: 145
2022/09/22, Speed: 149
2022/10/22, Speed: 148
2022/11/22, Speed: 150
2022/12/22, Speed: 148
